"trial_id","criterion_type","ad_domain","clinical_concept","operator","value_lower","value_upper","units","diagnostic_framework","severity_stage","source_sentence","temporal_scope","evidence_type","certainty"
"NCT04592341","inclusion","cognition","MMSE","NA","NA","NA","NA","NA","prodromal AD","Prodromal or mild symptomatology, as defined by a screening Mini-Mental State Examination (MMSE) score \>/=22 and Clinical Dementia Rating global score (CDR-GS) of 0.5 or 1.0, as well as a clinical dementia rating (CDR) memory domain score \>/=0.5.","NA","cognitive_test","must"
"NCT04592341","inclusion","global_impairment","CDR global score","NA","NA","NA","NA","NA","prodromal AD","Prodromal or mild symptomatology, as defined by a screening Mini-Mental State Examination (MMSE) score \>/=22 and Clinical Dementia Rating global score (CDR-GS) of 0.5 or 1.0, as well as a clinical dementia rating (CDR) memory domain score \>/=0.5.","NA","clinical_exam","must"
"NCT04592341","inclusion","cognition","MMSE","NA","NA","NA","NA","NA","prodromal AD","Prodromal or mild symptomatology, as defined by a screening Mini-Mental State Examination (MMSE) score \>/=22 and Clinical Dementia Rating global score (CDR-GS) of 0.5 or 1.0, as well as a clinical dementia rating (CDR) memory domain score \>/=0.5.","NA","cognitive_test","must"
"NCT04592341","inclusion","comorbidities","Stroke/TIA history","NA","NA","NA","NA","NA","prodromal AD","Prodromal or mild symptomatology, as defined by a screening Mini-Mental State Examination (MMSE) score \>/=22 and Clinical Dementia Rating global score (CDR-GS) of 0.5 or 1.0, as well as a clinical dementia rating (CDR) memory domain score \>/=0.5.","NA","clinical_exam","must"
"NCT04592341","inclusion","medications","Concomitant AD medications","NA","NA","NA","NA","NA","NA","If the participant is receiving symptomatic AD medications, a stable dosing regimen for at least 3 months prior to screening and until start of study treatment.","prior to screening","NA","must"
"NCT04592341","inclusion","medications","Concomitant AD medications","NA","NA","NA","NA","NA","NA","If the participant is receiving symptomatic AD medications, a stable dosing regimen for at least 3 months prior to screening and until start of study treatment.","prior to screening","NA","must"
"NCT04592341","inclusion","study_operations","Reproductive/blood donation","agree not to","NA","NA","NA","NA","NA","Agreement not to donate blood or blood products for transfusion for the duration of the study and for 1 year after final dose of study drug.","for the duration of the study","NA","must"
"NCT04592341","inclusion","demographics","Age","NA","NA","NA","NA","NA","NA","Agreement not to donate blood or blood products for transfusion for the duration of the study and for 1 year after final dose of study drug.","for the duration of the study","NA","must"
"NCT04592341","inclusion","other","NA","agree not to","NA","NA","NA","NA","NA","Agreement not to participate in other research studies for the duration of this trial, unless these are related Roche-sponsored non-interventional studies.","NA","NA","must"
"NCT04592341","inclusion","demographics","Sex/pregnancy","NA","NA","NA","NA","NA","NA","For women of childbearing potential: agreement to remain abstinent (refrain from heterosexual intercourse) or use contraceptive methods hat result in a failure rate of \< 1% per year during the treatment period and for at least 16 weeks after the final dose of study drug.","NA","NA","must"
"NCT04592341","inclusion","demographics","Age","<","NA","1","years","NA","NA","For women of childbearing potential: agreement to remain abstinent (refrain from heterosexual intercourse) or use contraceptive methods hat result in a failure rate of \< 1% per year during the treatment period and for at least 16 weeks after the final dose of study drug.","NA","NA","must"
"NCT04592341","inclusion","safety_labs","Safety labs/organ function","NA","NA","NA","NA","NA","NA","For women of childbearing potential: agreement to remain abstinent (refrain from heterosexual intercourse) or use contraceptive methods hat result in a failure rate of \< 1% per year during the treatment period and for at least 16 weeks after the final dose of study drug.","NA","lab_test","must"
"NCT04592341","exclusion","other","NA","NA","NA","NA","NA","NA","NA","Any evidence of a condition other than AD that may affect cognition.","NA","NA","may"
"NCT04592341","exclusion","comorbidities","Stroke/TIA history","history/presence of","NA","NA","NA","NA","NA","History or presence of clinically evident systemic vascular disease that in the opinion of the investigator has the potential to affect cognitive function.","NA","clinical_exam","must not"
"NCT04592341","exclusion","other","NA","history/presence of","NA","NA","NA","NA","NA","History or presence of clinically evident cerebrovascular disease.","NA","NA","must not"
"NCT04592341","exclusion","other","NA","history/presence of","NA","NA","NA","NA","NA","History or presence of posterior reversible encephalopathy syndrome.","NA","NA","must not"
"NCT04592341","exclusion","safety_labs","Safety labs/organ function","history/presence of","NA","NA","NA","NA","NA","History or presence of any stroke with clinical symptoms within the past 12 months, or documented history within the last 6 months of an acute event that is consistent with a transient ischemic attack.","within the past 12 months","lab_test","must not"
"NCT04592341","exclusion","safety_labs","Safety labs/organ function","history/presence of","NA","NA","NA","NA","NA","History or presence of any stroke with clinical symptoms within the past 12 months, or documented history within the last 6 months of an acute event that is consistent with a transient ischemic attack.","within the past 12 months","lab_test","must not"
"NCT04592341","exclusion","safety_labs","Safety labs/organ function","history/presence of","NA","NA","NA","NA","NA","History or presence of any stroke with clinical symptoms within the past 12 months, or documented history within the last 6 months of an acute event that is consistent with a transient ischemic attack.","within the past 12 months","lab_test","must not"
"NCT04592341","exclusion","other","NA","history/presence of","NA","NA","NA","NA","NA","History of severe, clinically significant CNS trauma.","NA","NA","must not"
"NCT04592341","exclusion","comorbidities","Stroke/TIA history","history/presence of","NA","NA","NA","NA","NA","History or presence of intracranial mass that could potentially impair cognition.","NA","clinical_exam","must not"
"NCT04592341","exclusion","comorbidities","CNS infection history","history/presence of","NA","NA","NA","NA","NA","Presence of infections that affect brain function or history of infections that resulted in neurologic sequelae.","NA","clinical_exam","must not"
"NCT04592341","exclusion","comorbidities","Stroke/TIA history","history/presence of","NA","NA","NA","NA","NA","History or presence of systemic autoimmune disorders that potentially cause progressive neurologic disease with associated cognitive deficits.","NA","clinical_exam","must not"
"NCT04592341","exclusion","comorbidities","Stroke/TIA history","history/presence of","NA","NA","NA","NA","NA","History or presence of systemic autoimmune disorders that potentially cause progressive neurologic disease with associated cognitive deficits.","NA","clinical_exam","must not"
"NCT04592341","exclusion","comorbidities","Psychiatric disorder history","history/presence of","NA","NA","NA","NA","NA","History of schizophrenia, schizoaffective disorder, major depression, or bipolar disorder.","NA","clinical_exam","must not"
"NCT04592341","exclusion","other","NA","history/presence of","NA","NA","NA","NA","NA","At risk for suicide in the opinion of the investigator.","NA","NA","must not"
"NCT04592341","exclusion","lifestyle","Alcohol/substance use","NA","NA","NA","NA","NA","NA","Alcohol and/or substance abuse or dependants in past 2 years.","NA","questionnaire","must not"
"NCT04592341","exclusion","lifestyle","Alcohol/substance use","NA","NA","NA","NA","NA","NA","Alcohol and/or substance abuse or dependants in past 2 years.","NA","questionnaire","must not"
"NCT04592341","exclusion","demographics","Age","NA","NA","NA","NA","NA","NA","Alcohol and/or substance abuse or dependants in past 2 years.","NA","NA","must not"
"NCT04619420","inclusion","global_impairment","CDR global score","NA","NA","NA","NA","NA","early AD","Early Alzheimer's disease (AD): Gradual and progressive subjective decline in the participant's cognition over at least the past 6 months, as reported by the participant and informant (study partner) and Clinical Dementia Rating-Global Score (CDR-GS) of 0.5 and memory box score greater than or equal to (\>=) 0.5 at screening","at screening","clinical_exam","must"
